run_id,timestamp,model,backend,temperature,row_no,id,sektor,kl,sub_indikator,target_2025,satuan,gold,gold_suspect,pred,benar,confidence,source_type,evidence_year,summary_pred,summary_gold,source_url_pred,domain,domain_goid,url_dari_search,pakai_template,status,error,n_search,n_search_gagal,n_query,queries_str,in_tok,out_tok,latency_s
20260917_150324,2026-09-17T15:05:29,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,1,12,Kesehatan,KEMENTERIAN KESEHATAN,KP 02.12.08 - Kabupaten/kota yang mendeklarasikan 5 Pilar STBM,30,kab/kota,True,False,True,True,85,media,2025,"Program berjalan, ditandai dengan deklarasi 5 Pilar STBM di Kota Malang pada 1 Oktober 2025 dan verifikasi di Kecamatan Prambanan, Klaten, serta kegiatan di Kabupaten Sleman yang melibatkan pemerintah daerah dan puskesmas.","Program berjalan, ditandai dengan penetapan alokasi anggaran daerah untuk survei verifikasi 5 pilar dan deklarasi level provinsi/kabupaten/kota.",https://malangkota.go.id/2025/10/01/verifikator-stbm-5-pilar-kunjungi-kota-malang/,malangkota.go.id,True,True,True,OK,,3,2,3,laporan kinerja 2025 KEMENTERIAN KESEHATAN STBM 5 pilar deklarasi | laporan kinerja 2025 KEMENTERIAN KESEHATAN deklarasi 5 pilar STBM [site:kemenkes.go.id] | siaran pers KEMENTERIAN KESEHATAN 2025 deklarasi 5 pilar STBM [site:kemenkes.go.id],6066,320,0.52
20260917_150324,2026-09-17T15:05:49,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,2,13,Pertahanan,KEMENTERIAN LUAR NEGERI,KP 02.09.03 - Persentase kebijakan di bidang kerja sama pembangunan internasional Indonesia yang telah sesuai dengan prioritas nasional,20,persen,True,False,False,False,90,lkj,2025,"Program belum berjalan, ditandai dengan belum adanya laporan kinerja tahun 2025 yang menyebutkan capaian indikator persentase kebijakan kerja sama pembangunan internasional sesuai prioritas nasional. Hanya terdapat rencana strategis (Renstra) 2025-2029 dan dokumen perencanaan, tanpa bukti pelaksanaan konkret atau capaian tahun 2025.","Program berjalan, ditandai dengan pelaksanaan sejumlah aktivitas konkret kerja sama pembangunan internasional oleh Kemlu sepanjang Tahun 2025, seperti pertemuan bilateral dan kesepakatan kerja sama dengan negara mitra di kawasan Pasifik, penyaluran bantuan pangan dan kemanusiaan ke Palestina yang diumumkan langsung oleh Menlu/Wamenlu, serta penyusunan kebijakan turunan (Grand Design dan aturan hibah) yang diselaraskan dengan RPJMN 2025-2029. Aktivitas ini tercatat lewat rilis resmi Kemlu maupun Sekretariat Negara, meskipun angka persentase realisasi kebijakan sesuai prioritas nasional untuk Tahun 2025 belum dipublikasikan secara spesifik.",https://kemlu.go.id/files/repositori/83699/177219501969a18ccb68e5e_Renstra__KSPI_2025_sd_2029_fin.pdf,kemlu.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN LUAR NEGERI kerja sama pembangunan internasional prioritas nasional | KEMENTERIAN LUAR NEGERI sinkronisasi kebijakan kerja sama pembangunan internasional 2025 [site:kemlu.go.id] | KEMENTERIAN LUAR NEGERI Laporan Kinerja 2025 persentase kebijakan kerja sama pembangunan internasional sesuai prioritas nasional [site:kemlu.go.id],8089,397,20.17
20260917_150324,2026-09-17T15:05:57,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,3,15,Industri,KEMENTERIAN LUAR NEGERI,"KP 02.09.04 - Persentase keberhasilan promosi, pembentukan norma, dan kesepakatan diplomasi ekonomi terutama pada sektor prioritas",80,persen,True,False,True,True,85,lkj,2025,"Program berjalan, ditandai dengan pelaksanaan diplomasi ekonomi sektor prioritas dalam Renstra 2025-2029 Kemenlu dan capaian realisasi indikator terkait promosi diplomasi ekonomi di LKj 2025 yang terbit awal 2026.","Program berjalan, ditandai dengan penetapan oleh Kemenlu melalui Ditjen Hubungan Ekonomi dan Kerja Sama Pembangunan (HEKSP) terkait indikator ini sebagai indikator kinerja utama dan melaporkan capaiannya dalam Laporan Kinerja Tahun 2025. Realisasi tercatat 93,75 persen terhadap target 80 persen, dengan capaian 117,19 persen, berasal dari 7 norma dan 4 kesepakatan yang terealisasi dari target 8 norma dan 4 kesepakatan. Pelaksanaannya didukung partisipasi Indonesia pada berbagai forum seperti Sidang UNIDO ke-21, KTM UNCTAD ke-16, WTO CTE, WIPO SCCR-47, dan Codex Alimentarius sepanjang 2025.",https://kemlu.go.id/files/repositori/83699/177803395869faa52636f4a_Renstra_Dit_PI_2025_2029.pdf,kemlu.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN LUAR NEGERI promosi ekonomi norma internasional kesepakatan dagang diplomasi ekonomi sektor prioritas | KEMENTERIAN LUAR NEGERI promosi ekonomi sektor prioritas 2025 capaian [site:kemlu.go.id] | KEMENTERIAN LUAR NEGERI diplomasi ekonomi sektor prioritas 2025 realisasi [site:kemlu.go.id],8054,357,8.15
20260917_150324,2026-09-17T15:06:06,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,4,19,Sosial,KEMENTERIAN LUAR NEGERI,KP 07.16.02 - Indeks Diplomasi Perlindungan WNI di Luar Negeri,98.7,Indeks,True,False,True,True,85,siaran_pers,2025,"Program berjalan, ditandai dengan kegiatan pelayanan dan perlindungan WNI di luar negeri yang dilakukan oleh Direktorat Konsuler Kemlu, termasuk peluncuran dan pengembangan portal PEDULI WNI serta kebijakan pelindungan yang lebih antisipatif sebagaimana disampaikan Menlu pada 2025.","Program berjalan, ditandai dengan terlaksananya ketiga jalur pembentuk indeks ini sepanjang Tahun 2025 sesuai Manual Indikator Kinerja Dit. PWNI 2025, yaitu diplomasi di forum internasional, pembentukan kebijakan nasional, dan kampanye penyadaran publik. Di jalur internasional, ASEAN mengadopsi Deklarasi tentang Pemberantasan Kejahatan Siber dan Penipuan Daring pada September 2025, yang disambut Indonesia dalam pertemuan Dewan Masyarakat Politik-Keamanan ASEAN pada rangkaian KTT ASEAN ke-47 di Kuala Lumpur, 26-28 Oktober 2025. Di jalur operasional, Pemerintah memulangkan 554 WNI korban TPPO penipuan daring dari Myawaddy, Myanmar, dalam dua tahap pada 18 dan 19 Maret 2025, dengan pengawalan Tim Pelindungan WNI Kemlu bersama KBRI Bangkok dan Yangon serta Hubinter Polri, dan secara agregat 27.768 WNI dipulangkan dari berbagai situasi krisis sepanjang 2025. Di jalur kebijakan nasional, terbit Kepmenlu Nomor 15 Tahun 2025 tentang Penetapan Perwakilan Pelindungan Terpadu serta Perjanjian Kerja Sama Kemlu dengan BPJS Ketenagakerjaan pada 22 Januari 2025. Layanan Kampanye Penyadaran Publik Dit. PWNI juga terdaftar aktif dengan standar pelayanan resmi di SIPPN Kementerian PANRB.",https://kemlu.go.id/berita/menlu-sugiono-sebut-pelindungan-wni--diaspora--prioritas-diplomasi-dan-asta-cita?type=publication,kemlu.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN LUAR NEGERI indeks diplomasi perlindungan WNI di luar negeri | indeks diplomasi perlindungan WNI di luar negeri 2025 KEMENTERIAN LUAR NEGERI [site:kemlu.go.id] | kegiatan pemerintah 2025 perlindungan WNI di luar negeri KEMENTERIAN LUAR NEGERI [site:kemlu.go.id],7813,348,8.97
20260917_150324,2026-09-17T15:06:12,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,5,20,Pertahanan,KEMENTERIAN PERTAHANAN,KP 02.01.01 - Persentase pemenuhan alutsista,30.3,persen,True,False,False,False,70,media,2025,"Program belum berjalan, ditandai dengan tidak ditemukannya bukti konkret kegiatan fisik atau siaran pers tentang pemenuhan alutsista pada tahun 2025. Hanya ditemukan dokumen perencanaan dan target dalam RKP 2025-2029 serta referensi umum tentang modernisasi alutsista tanpa pelaksanaan spesifik tahun 2025.","Program berjalan, ditandai dengan pelaksanaan sejumlah kegiatan modernisasi dan pemenuhan alutsista oleh Kemhan bersama TNI sepanjang Tahun 2025, seperti uji coba alutsista produksi dalam negeri, kelanjutan program alih teknologi untuk pengadaan kapal selam bersama mitra asing, hingga penambahan alutsista baru untuk memperkuat matra udara, yang dipublikasikan lewat rilis resmi di laman kemhan.go.id.",https://www.kemhan.go.id/page/22?s=ancaman,www.kemhan.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN PERTAHANAN pemenuhan alutsista | laporan kinerja 2025 KEMENTERIAN PERTAHANAN modernisasi senjata [site:ppid.kemhan.go.id] | siaran pers KEMENTERIAN PERTAHANAN 2025 pemenuhan alutsista [site:kemhan.go.id],6948,314,5.82
20260917_150324,2026-09-17T15:06:21,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,6,26,Pangan,BADAN KARANTINA INDONESIA,KP 02.10.13 - Persentase wilayah terkendali dari Hama Penyakit Hewan Karantina (HPHK),85,persen,True,False,True,True,90,lkj,2025,"Program berjalan, ditandai dengan pelaksanaan pemantauan dan tindak lanjut temuan Hama Penyakit Hewan Karantina (HPHK) di seluruh wilayah Indonesia yang dilaporkan dalam Laporan Kinerja Tahun 2025 Badan Karantina Indonesia.","Program berjalan, ditandai dengan terlaksananya kegiatan pemantauan daerah sebar HPHK sepanjang Tahun 2025 oleh unit pelaksana teknis Badan Karantina Indonesia di berbagai wilayah, yang dituntaskan melalui seminar hasil pemantauan tingkat regional dan nasional bersama dinas peternakan provinsi/kabupaten-kota, akademisi, dan pemangku kepentingan terkait (misalnya di Sumatera Barat dan regional Sulawesi). Pelaksanaan ini juga terkonfirmasi dari dokumen anggaran (RKA/DIPA) yang memuat komponen persiapan, pelaksanaan, dan seminar pemantauan daerah sebar HPHK, serta dari Laporan Kinerja Tahun 2025 UPT Barantin yang dipublikasikan di laman resmi dan PPID Barantin, yang memuat indikator temuan dan tindak lanjut HPHK. Angka nasional persentase wilayah terkendali dari HPHK Tahun 2025 sendiri belum ditemukan dipublikasikan.",https://karantinaindonesia.go.id/repository/main-web/performance-reports/01KWZS31TNS0EF1BD0265ZJHSQ.pdf,karantinaindonesia.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 badan karantina indonesia persentase wilayah terkendali HPHK | laporan kinerja 2025 badan karantina indonesia persentase wilayah terkendali HPHK [site:karantinaindonesia.go.id] | siaran pers badan karantina indonesia 2025 persentase wilayah terkendali HPHK [site:karantinaindonesia.go.id],7313,327,9.22
20260917_150324,2026-09-17T15:06:26,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,7,32,Infrastruktur,KEMENTERIAN PEKERJAAN UMUM,PP 02.12 - Efisiensi pemanfaatan air irigasi,"0,34",USD/m3,True,False,False,False,90,siaran_pers,2025,"Program belum berjalan, ditandai dengan hanya terdapat target efisiensi pemanfaatan air irigasi 0,34 USD/m3 dalam dokumen perencanaan tahun 2025 di situs pu.go.id, tanpa bukti kegiatan fisik, laporan realisasi, atau siaran pers yang menunjukkan pelaksanaan nyata pada 2025.","Program berjalan, ditandai dengan terealisasinya pembangunan dan rehabilitasi jaringan irigasi oleh Kementerian PU sepanjang Tahun Anggaran 2025 dengan luas 589.605,80 hektare, serta terkonfirmasinya pelaksanaan pekerjaan fisik rehabilitasi jaringan irigasi di daerah melalui publikasi resmi Kementerian PU sepanjang 2025 (misalnya rehabilitasi tahap II DI Tingal di Temanggung yang progres fisiknya mencapai 60% per akhir September 2025). Target angka indikator sendiri, yaitu 0,34 USD/m³, memang tercantum sebagai sasaran kerja Kementerian PU tahun 2025 di bidang sumber daya air. Angka realisasi efisiensi pemanfaatan air irigasi tahun 2025 dalam satuan USD/m³ belum dipublikasikan, karena Laporan Kinerja Ditjen SDA terbaru yang terbit masih edisi Tahun 2024.",https://pu.go.id/berita/rapat-koordinasi-rencana-kerja-tahun-2025-kementerian-pu-fokus-pada-efisiensi-infrastruktur-untuk-dukung-pertumbuhan-ekonomi,pu.go.id,True,True,True,OK,,3,0,3,"laporan kinerja 2025 Kementerian Pekerjaan Umum efisiensi pemanfaatan air irigasi | efisiensi pemanfaatan air irigasi Kementerian Pekerjaan Umum 2025 [site:pu.go.id] | efisiensi pemanfaatan air irigasi 0,34 USD/m3 Kementerian Pekerjaan Umum 2025 [site:pu.go.id]",7837,366,4.98
20260917_150324,2026-09-17T15:06:42,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,8,41,Birokrasi,KEMENTERIAN KEUANGAN,KP 07.12.01 - Indeks Kinerja Kebijakan Penerimaan Negara,100,persen,True,False,True,True,90,siaran_pers,2025,"Program berjalan, ditandai dengan realisasi penerimaan negara yang dilaporkan hingga November 2025 oleh Menteri Keuangan, serta pencapaian target 100 persen dalam indikator kinerja utama penerimaan negara dalam dokumen Laporan Kinerja Direktorat PDRD dan Ditjen Anggaran tahun 2025.","Program berjalan, ditandai dengan realisasi Tahun 2025 sebesar 112,94 (target 100,00), sehingga capaian indikator ini melebihi target yang ditetapkan (112,94%), sebagaimana dipublikasikan dalam Laporan Kinerja Direktorat Jenderal Pajak Tahun 2025.",https://www.kemenkeu.go.id/informasi-publik/publikasi/berita-utama/Kinerja-APBN-2025-Tetap-Terjaga,www.kemenkeu.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN KEUANGAN indeks kinerja kebijakan penerimaan negara | laporan kinerja 2025 KEMENTERIAN KEUANGAN indeks kinerja kebijakan penerimaan negara [site:kemenkeu.go.id] | Menkeu realisasi penerimaan negara 2025 indeks kinerja kebijakan [site:kemenkeu.go.id],7859,349,15.97
20260917_150324,2026-09-17T15:06:52,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,9,47,Birokrasi,KEMENTERIAN KEUANGAN,KP 07.14.01 - Imbal hasil (yield) SBN,6.8-7.2,persen,True,False,True,True,90,siaran_pers,2025,"Program berjalan, ditandai dengan siaran pers Kemenkeu pada September 2025 yang menyebutkan penurunan yield SBN dari 6,97% di awal 2025 menjadi 6,28% hingga akhir Agustus 2025, menunjukkan aktivitas pasar dan kebijakan pembiayaan negara yang berjalan secara konkret.","Program berjalan dan targetnya terpenuhi, ditandai dengan pelaporan resmi posisi yield SBN dalam publikasi APBN sepanjang 2025. Yield SBN 10 tahun konsisten menurun hingga berada di level 6,71% secara year to date, atau 6,01% pada akhir periode per 31 Desember 2025, artinya berada di bawah rentang target 2025 sebesar 6,8-7,2 persen. Penurunan ini setara sekitar 100 basis poin dari posisi 7,01% di akhir 2024. Lelang dan penerbitan SBN juga berjalan rutin dan datanya dipublikasi DJPPR.",https://www.kemenkeu.go.id/informasi-publik/publikasi/siaran-pers/Siaran-Pers-Kinerja-APBN-Terjaga,www.kemenkeu.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTERIAN KEUANGAN yield SBN pasar obligasi | realisasi pembiayaan pemerintah 2025 KEMENTERIAN KEUANGAN yield SBN [site:kemenkeu.go.id] | yield SBN 2025 Kemenkeu realisasi capaian [site:kemenkeu.go.id],7966,331,9.99
20260917_150324,2026-09-17T15:07:10,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,10,55,Pangan,KEMENTERIAN PERTANIAN,KP 02.10.04 - Peningkatan luas panen padi KSPP Nusa Tenggara Timur,10930,ha,True,False,False,False,90,bps_setkab,2025,"Program belum berjalan, ditandai dengan tidak ditemukannya bukti konkret kegiatan pemerintah terkait peningkatan luas panen padi KSPP NTT pada 2025 di dokumen resmi Kementerian Pertanian atau BPS. Hanya terdapat data statistik tahun 2025 dari BPS yang menyebutkan luas panen padi secara nasional dan provinsi lain, namun tidak menyebutkan kegiatan atau capaian spesifik di NTT untuk indikator ini.","Program berjalan, ditandai dengan tersalurkannya intervensi Kementerian Pertanian di NTT sepanjang Tahun 2025 berupa alokasi Cetak Sawah Rakyat 13.810 ha dan optimasi lahan non-rawa 28.723 ha di 22 kabupaten/kota melalui Ditjen Lahan dan Irigasi Pertanian, bantuan 3.072 unit alsintan, bantuan benih untuk 17.567 ha, serta pembentukan 81 Brigade Pangan, sebagaimana dipublikasikan Dinas Pertanian dan Ketahanan Pangan Provinsi NTT. Hasilnya, luas tanam padi 2025 tercatat 250.528 ha (96,11% dari target), luas panen naik 25,92% dibanding 2024, dan produksi GKG mencapai 968.324 ton atau naik 36,81%. Catatan: angka luas panen padi khusus di dalam kawasan KSPP/food estate NTT (Sumba Tengah dan sekitarnya) belum ditemukan dipublikasikan secara terpisah.",https://www.bps.go.id/id/statistics-table/3/WmpaNk1YbGFjR0pOUjBKYWFIQlBSU3MwVHpOVWR6MDkjMw==/luas-panen--produktivitas--dan-produksi-padi-menurut-provinsi--2021.html,www.bps.go.id,True,True,True,OK,,3,1,3,laporan kinerja 2025 Kementerian Pertanian panen padi NTT | panen padi NTT 2025 hasil tani Kementerian Pertanian [site:ppid.pertanian.go.id] | luas panen padi NTT 2025 Kementerian Pertanian [site:bps.go.id],7083,392,17.27
20260917_150324,2026-09-17T15:07:17,watsonx-qwen3-30b-a3b-instruct-2507,serper,0.0,11,78,Pangan,KEMENTERIAN PERTANIAN,KP 02.10.17 - Produksi vanili,1582,ton,False,True,True,False,95,lkj,2025,"Program berjalan, ditandai dengan capaian produksi vanili sebesar 1.625 ton pada tahun 2025 dalam dokumen Laporan Kinerja (LAKIN) Sekretaris Ditjen Perkebunan yang terbit tahun 2026 dan melaporkan realisasi kinerja tahun 2025.","Program belum berjalan, ditandai dengan tidak ditemukannya bukti publikasi resmi yang menunjukkan adanya program peningkatan produksi vanili berjalan pada Tahun 2025. Realisasi kegiatan pengembangan kawasan tanaman semusim dan rempah Direktorat Jenderal Perkebunan Tahun 2025 diarahkan ke pala, kakao, dan tebu, tanpa vanili. Kegiatan pemerintah bertanggal 2025 yang menyinggung vanili hanya ditemukan pada balai perlindungan perkebunan tingkat provinsi, berupa pelatihan agens pengendali hayati yang sasarannya komoditas lain, sehingga tidak dapat dihitung sebagai intervensi terhadap indikator ini. Angka realisasi produksi vanili Tahun 2025 juga belum dipublikasikan.",https://ditjenbun.pertanian.go.id/template/uploads/2026/03/ISI-LAKIN-SKRETARIAT-DITJENBUN-2025-COVER-1.pdf,ditjenbun.pertanian.go.id,True,True,True,OK,,3,0,3,laporan kinerja 2025 KEMENTAN produksi vanili | produksi vanili 2025 KEMENTAN [site:ditjenbun.pertanian.go.id] | vanili produksi 2025 capaian KEMENTAN [site:ditjenbun.pertanian.go.id],7389,309,7.3
